epoch,loss
0,0.7264237403869629
1,0.5822489261627197
2,0.49200400710105896
3,0.4498560130596161
4,0.39744260907173157
5,0.3569175899028778
6,0.33685392141342163
7,0.3328380286693573
8,0.3160707950592041
9,0.3126596510410309
10,0.2986863851547241
11,0.3033643960952759
12,0.2876491844654083
13,0.28873685002326965
14,0.290688693523407
15,0.28926578164100647
16,0.28593483567237854
17,0.28159233927726746
18,0.2820053994655609
19,0.28321242332458496
